ItemCode,ItemDescribe,ItemType,ItemStrength,ItemDegreeExposure,SomechBuyton
b2441,ב20 ללפ ש4 ח1,4,2,1,4
b2442,ב20 ללפ ש4 ח2,4,2,2,4
b2443,ב20 ללפ ש4 ח3,4,2,3,4
b2444,ב20 ללפ ש4 ח4,4,2,4,4
b2445,ב20 ללפ ש4 ח5,4,2,5,4
b2446,ב20 ללפ ש4 ח6,4,2,6,4
b2447,ב20 ללפ ש4 ח7,4,2,7,4
b2448,ב20 ללפ ש4 ח8,4,2,8,4
b2449,ב20 ללפ ש4 ח9,4,2,9,4
b2451,ב20 ללפ ש5 ח1,4,2,1,5
b2452,ב20 ללפ ש5 ח2,4,2,2,5
b2453,ב20 ללפ ש5 ח3,4,2,3,5
b2454,ב20 ללפ ש5 ח4,4,2,4,5
b2455,ב20 ללפ ש5 ח5,4,2,5,5
b2456,ב20 ללפ ש5 ח6,4,2,6,5
b2457,ב20 ללפ ש5 ח7,4,2,7,5
b2458,ב20 ללפ ש5 ח8,4,2,8,5
b2459,ב20 ללפ ש5 ח9,4,2,9,5
b2461,ב20 ללפ ש6 ח1,4,2,1,6
b2462,ב20 ללפ ש6 ח2,4,2,2,6
b2463,ב20 ללפ ש6 ח3,4,2,3,6
b2464,ב20 ללפ ש6 ח4,4,2,4,6
b2465,ב20 ללפ ש6 ח5,4,2,5,6
b2466,ב20 ללפ ש6 ח6,4,2,6,6
b2467,ב20 ללפ ש6 ח7,4,2,7,6
b2468,ב20 ללפ ש6 ח8,4,2,8,6
b2469,ב20 ללפ ש6 ח9,4,2,9,6
b2471,ב20 ללפ ש7 ח1,4,2,1,7
b2472,ב20 ללפ ש7 ח2,4,2,2,7
b2473,ב20 ללפ ש7 ח3,4,2,3,7
b2474,ב20 ללפ ש7 ח4,4,2,4,7
b2475,ב20 ללפ ש7 ח5,4,2,5,7
b2476,ב20 ללפ ש7 ח6,4,2,6,7
b2477,ב20 ללפ ש7 ח7,4,2,7,7
b2478,ב20 ללפ ש7 ח8,4,2,8,7
b2479,ב20 ללפ ש7 ח9,4,2,9,7
b2481,ב20 ללפ ש8 ח1,4,2,1,8
b2482,ב20 ללפ ש8 ח2,4,2,2,8
b2483,ב20 ללפ ש8 ח3,4,2,3,8
b2484,ב20 ללפ ש8 ח4,4,2,4,8
b2485,ב20 ללפ ש8 ח5,4,2,5,8
b2486,ב20 ללפ ש8 ח6,4,2,6,8
b2487,ב20 ללפ ש8 ח7,4,2,7,8
b2488,ב20 ללפ ש8 ח8,4,2,8,8
b2489,ב20 ללפ ש8 ח9,4,2,9,8
b2541,ב20 מיקו ש4 ח1,5,2,1,4
b2542,ב20 מיקו ש4 ח2,5,2,2,4
b2543,ב20 מיקו ש4 ח3,5,2,3,4
b2544,ב20 מיקו ש4 ח4,5,2,4,4
b2545,ב20 מיקו ש4 ח5,5,2,5,4
b2546,ב20 מיקו ש4 ח6,5,2,6,4
b2547,ב20 מיקו ש4 ח7,5,2,7,4
b2548,ב20 מיקו ש4 ח8,5,2,8,4
b2549,ב20 מיקו ש4 ח9,5,2,9,4
b2551,ב20 מיקו ש5 ח1,5,2,1,5
b2552,ב20 מיקו ש5 ח2,5,2,2,5
b2553,ב20 מיקו ש5 ח3,5,2,3,5
b2554,ב20 מיקו ש5 ח4,5,2,4,5
b2555,ב20 מיקו ש5 ח5,5,2,5,5
b2556,ב20 מיקו ש5 ח6,5,2,6,5
b2557,ב20 מיקו ש5 ח7,5,2,7,5
b2558,ב20 מיקו ש5 ח8,5,2,8,5
b2559,ב20 מיקו ש5 ח9,5,2,9,5
b2561,ב20 מיקו ש6 ח1,5,2,1,6
b2562,ב20 מיקו ש6 ח2,5,2,2,6
b2563,ב20 מיקו ש6 ח3,5,2,3,6
b2564,ב20 מיקו ש6 ח4,5,2,4,6
b2565,ב20 מיקו ש6 ח5,5,2,5,6
b2566,ב20 מיקו ש6 ח6,5,2,6,6
b2567,ב20 מיקו ש6 ח7,5,2,7,6
b2568,ב20 מיקו ש6 ח8,5,2,8,6
b2569,ב20 מיקו ש6 ח9,5,2,9,6
b2571,ב20 מיקו ש7 ח1,5,2,1,7
b2572,ב20 מיקו ש7 ח2,5,2,2,7
b2573,ב20 מיקו ש7 ח3,5,2,3,7
b2574,ב20 מיקו ש7 ח4,5,2,4,7
b2575,ב20 מיקו ש7 ח5,5,2,5,7
b2576,ב20 מיקו ש7 ח6,5,2,6,7
b2577,ב20 מיקו ש7 ח7,5,2,7,7
b2578,ב20 מיקו ש7 ח8,5,2,8,7
b2579,ב20 מיקו ש7 ח9,5,2,9,7
b2581,ב20 מיקו ש8 ח1,5,2,1,8
b2582,ב20 מיקו ש8 ח2,5,2,2,8
b2583,ב20 מיקו ש8 ח3,5,2,3,8
b2584,ב20 מיקו ש8 ח4,5,2,4,8
b2585,ב20 מיקו ש8 ח5,5,2,5,8
b2586,ב20 מיקו ש8 ח6,5,2,6,8
b2587,ב20 מיקו ש8 ח7,5,2,7,8
b2588,ב20 מיקו ש8 ח8,5,2,8,8
b2589,ב20 מיקו ש8 ח9,5,2,9,8
b2641,ב20 סופר מיקו ש4 ח1,6,2,1,4
b2642,ב20 סופר מיקו ש4 ח2,6,2,2,4
b2643,ב20 סופר מיקו ש4 ח3,6,2,3,4
b2644,ב20 סופר מיקו ש4 ח4,6,2,4,4
b2645,ב20 סופר מיקו ש4 ח5,6,2,5,4
b2646,ב20 סופר מיקו ש4 ח6,6,2,6,4
b2647,ב20 סופר מיקו ש4 ח7,6,2,7,4
b2648,ב20 סופר מיקו ש4 ח8,6,2,8,4
b2649,ב20 סופר מיקו ש4 ח9,6,2,9,4
b2651,ב20 סופר מיקו ש5 ח1,6,2,1,5
b2652,ב20 סופר מיקו ש5 ח2,6,2,2,5
b2653,ב20 סופר מיקו ש5 ח3,6,2,3,5
b2654,ב20 סופר מיקו ש5 ח4,6,2,4,5
b2655,ב20 סופר מיקו ש5 ח5,6,2,5,5
b2656,ב20 סופר מיקו ש5 ח6,6,2,6,5
b2657,ב20 סופר מיקו ש5 ח7,6,2,7,5
b2658,ב20 סופר מיקו ש5 ח8,6,2,8,5
b2659,ב20 סופר מיקו ש5 ח9,6,2,9,5
b2661,ב20 סופר מיקו ש6 ח1,6,2,1,6
b2662,ב20 סופר מיקו ש6 ח2,6,2,2,6
b2663,ב20 סופר מיקו ש6 ח3,6,2,3,6
b2664,ב20 סופר מיקו ש6 ח4,6,2,4,6
b2665,ב20 סופר מיקו ש6 ח5,6,2,5,6
b2666,ב20 סופר מיקו ש6 ח6,6,2,6,6
b2667,ב20 סופר מיקו ש6 ח7,6,2,7,6
b2668,ב20 סופר מיקו ש6 ח8,6,2,8,6
b2669,ב20 סופר מיקו ש6 ח9,6,2,9,6
b2671,ב20 סופר מיקו ש7 ח1,6,2,1,7
b2672,ב20 סופר מיקו ש7 ח2,6,2,2,7
b2673,ב20 סופר מיקו ש7 ח3,6,2,3,7
b2674,ב20 סופר מיקו ש7 ח4,6,2,4,7
b2675,ב20 סופר מיקו ש7 ח5,6,2,5,7
b2676,ב20 סופר מיקו ש7 ח6,6,2,6,7
b2677,ב20 סופר מיקו ש7 ח7,6,2,7,7
b2678,ב20 סופר מיקו ש7 ח8,6,2,8,7
b2679,ב20 סופר מיקו ש7 ח9,6,2,9,7
b2681,ב20 סופר מיקו ש8 ח1,6,2,1,8
b2682,ב20 סופר מיקו ש8 ח2,6,2,2,8
b2683,ב20 סופר מיקו ש8 ח3,6,2,3,8
b2684,ב20 סופר מיקו ש8 ח4,6,2,4,8
b2685,ב20 סופר מיקו ש8 ח5,6,2,5,8
b2686,ב20 סופר מיקו ש8 ח6,6,2,6,8
b2687,ב20 סופר מיקו ש8 ח7,6,2,7,8
b2688,ב20 סופר מיקו ש8 ח8,6,2,8,8
b2689,ב20 סופר מיקו ש8 ח9,6,2,9,8
b3141,ב30 פוליה ש4 ח1,1,3,1,4
b3142,ב30 פוליה ש4 ח2,1,3,2,4
b3143,ב30 פוליה ש4 ח3,1,3,3,4
b3144,ב30 פוליה ש4 ח4,1,3,4,4
b3145,ב30 פוליה ש4 ח5,1,3,5,4
b3146,ב30 פוליה ש4 ח6,1,3,6,4
b3147,ב30 פוליה ש4 ח7,1,3,7,4
b3148,ב30 פוליה ש4 ח8,1,3,8,4
b3149,ב30 פוליה ש4 ח9,1,3,9,4
b3151,ב30 פוליה ש5 ח1,1,3,1,5
b3152,ב30 פוליה ש5 ח2,1,3,2,5
b3153,ב30 פוליה ש5 ח3,1,3,3,5
b3154,ב30 פוליה ש5 ח4,1,3,4,5
b3155,ב30 פוליה ש5 ח5,1,3,5,5
b3156,ב30 פוליה ש5 ח6,1,3,6,5
b3157,ב30 פוליה ש5 ח7,1,3,7,5
b3158,ב30 פוליה ש5 ח8,1,3,8,5
b3159,ב30 פוליה ש5 ח9,1,3,9,5
b3161,ב30 פוליה ש6 ח1,1,3,1,6
b3162,ב30 פוליה ש6 ח2,1,3,2,6
b3163,ב30 פוליה ש6 ח3,1,3,3,6
b3164,ב30 פוליה ש6 ח4,1,3,4,6
b3165,ב30 פוליה ש6 ח5,1,3,5,6
b3166,ב30 פוליה ש6 ח6,1,3,6,6
b3167,ב30 פוליה ש6 ח7,1,3,7,6
b3168,ב30 פוליה ש6 ח8,1,3,8,6
b3169,ב30 פוליה ש6 ח9,1,3,9,6
b3171,ב30 פוליה ש7 ח1,1,3,1,7
b3172,ב30 פוליה ש7 ח2,1,3,2,7
b3173,ב30 פוליה ש7 ח3,1,3,3,7
b3174,ב30 פוליה ש7 ח4,1,3,4,7
b3175,ב30 פוליה ש7 ח5,1,3,5,7
b3176,ב30 פוליה ש7 ח6,1,3,6,7
b3177,ב30 פוליה ש7 ח7,1,3,7,7
b3178,ב30 פוליה ש7 ח8,1,3,8,7
b3179,ב30 פוליה ש7 ח9,1,3,9,7
b3181,ב30 פוליה ש8 ח1,1,3,1,8
b3182,ב30 פוליה ש8 ח2,1,3,2,8
b3183,ב30 פוליה ש8 ח3,1,3,3,8
b3184,ב30 פוליה ש8 ח4,1,3,4,8
b3185,ב30 פוליה ש8 ח5,1,3,5,8
b3186,ב30 פוליה ש8 ח6,1,3,6,8
b3187,ב30 פוליה ש8 ח7,1,3,7,8
b3188,ב30 פוליה ש8 ח8,1,3,8,8
b3189,ב30 פוליה ש8 ח9,1,3,9,8
b3241,ב30 משאבה ש4 ח1,2,3,1,4
b3242,ב30 משאבה ש4 ח2,2,3,2,4
b3243,ב30 משאבה ש4 ח3,2,3,3,4
b3244,ב30 משאבה ש4 ח4,2,3,4,4
b3245,ב30 משאבה ש4 ח5,2,3,5,4
b3246,ב30 משאבה ש4 ח6,2,3,6,4
b3247,ב30 משאבה ש4 ח7,2,3,7,4
b3248,ב30 משאבה ש4 ח8,2,3,8,4
b3249,ב30 משאבה ש4 ח9,2,3,9,4
b3251,ב30 משאבה ש5 ח1,2,3,1,5
b3252,ב30 משאבה ש5 ח2,2,3,2,5
b3253,ב30 משאבה ש5 ח3,2,3,3,5
b3254,ב30 משאבה ש5 ח4,2,3,4,5
b3255,ב30 משאבה ש5 ח5,2,3,5,5
b3256,ב30 משאבה ש5 ח6,2,3,6,5
b3257,ב30 משאבה ש5 ח7,2,3,7,5
b3258,ב30 משאבה ש5 ח8,2,3,8,5
b3259,ב30 משאבה ש5 ח9,2,3,9,5
b3261,ב30 משאבה ש6 ח1,2,3,1,6
b3262,ב30 משאבה ש6 ח2,2,3,2,6
b3263,ב30 משאבה ש6 ח3,2,3,3,6
b3264,ב30 משאבה ש6 ח4,2,3,4,6
b3265,ב30 משאבה ש6 ח5,2,3,5,6
b3266,ב30 משאבה ש6 ח6,2,3,6,6
b3267,ב30 משאבה ש6 ח7,2,3,7,6
b3268,ב30 משאבה ש6 ח8,2,3,8,6
b3269,ב30 משאבה ש6 ח9,2,3,9,6
b3271,ב30 משאבה ש7 ח1,2,3,1,7
b3272,ב30 משאבה ש7 ח2,2,3,2,7
b3273,ב30 משאבה ש7 ח3,2,3,3,7
b3274,ב30 משאבה ש7 ח4,2,3,4,7
b3275,ב30 משאבה ש7 ח5,2,3,5,7
b3276,ב30 משאבה ש7 ח6,2,3,6,7
b3277,ב30 משאבה ש7 ח7,2,3,7,7
b3278,ב30 משאבה ש7 ח8,2,3,8,7
b3279,ב30 משאבה ש7 ח9,2,3,9,7
b3281,ב30 משאבה ש8 ח1,2,3,1,8
b3282,ב30 משאבה ש8 ח2,2,3,2,8
b3283,ב30 משאבה ש8 ח3,2,3,3,8
b3284,ב30 משאבה ש8 ח4,2,3,4,8
b3285,ב30 משאבה ש8 ח5,2,3,5,8
b3286,ב30 משאבה ש8 ח6,2,3,6,8
b3287,ב30 משאבה ש8 ח7,2,3,7,8
b3288,ב30 משאבה ש8 ח8,2,3,8,8
b3289,ב30 משאבה ש8 ח9,2,3,9,8
b3341,ב30 עדש ש4 ח1,3,3,1,4
b3342,ב30 עדש ש4 ח2,3,3,2,4
b3343,ב30 עדש ש4 ח3,3,3,3,4
b3344,ב30 עדש ש4 ח4,3,3,4,4
b3345,ב30 עדש ש4 ח5,3,3,5,4
b3346,ב30 עדש ש4 ח6,3,3,6,4
b3347,ב30 עדש ש4 ח7,3,3,7,4
b3348,ב30 עדש ש4 ח8,3,3,8,4
b3349,ב30 עדש ש4 ח9,3,3,9,4
b3351,ב30 עדש ש5 ח1,3,3,1,5
b3352,ב30 עדש ש5 ח2,3,3,2,5
b3353,ב30 עדש ש5 ח3,3,3,3,5
b3354,ב30 עדש ש5 ח4,3,3,4,5
b3355,ב30 עדש ש5 ח5,3,3,5,5
b3356,ב30 עדש ש5 ח6,3,3,6,5
b3357,ב30 עדש ש5 ח7,3,3,7,5
b3358,ב30 עדש ש5 ח8,3,3,8,5
b3359,ב30 עדש ש5 ח9,3,3,9,5
b3361,ב30 עדש ש6 ח1,3,3,1,6
b3362,ב30 עדש ש6 ח2,3,3,2,6
b3363,ב30 עדש ש6 ח3,3,3,3,6
b3364,ב30 עדש ש6 ח4,3,3,4,6
b3365,ב30 עדש ש6 ח5,3,3,5,6
b3366,ב30 עדש ש6 ח6,3,3,6,6
b3367,ב30 עדש ש6 ח7,3,3,7,6
b3368,ב30 עדש ש6 ח8,3,3,8,6
b3369,ב30 עדש ש6 ח9,3,3,9,6
b3371,ב30 עדש ש7 ח1,3,3,1,7
b3372,ב30 עדש ש7 ח2,3,3,2,7
b3373,ב30 עדש ש7 ח3,3,3,3,7
b3374,ב30 עדש ש7 ח4,3,3,4,7
b3375,ב30 עדש ש7 ח5,3,3,5,7
b3376,ב30 עדש ש7 ח6,3,3,6,7
b3377,ב30 עדש ש7 ח7,3,3,7,7
b3378,ב30 עדש ש7 ח8,3,3,8,7
b3379,ב30 עדש ש7 ח9,3,3,9,7
b3381,ב30 עדש ש8 ח1,3,3,1,8
b3382,ב30 עדש ש8 ח2,3,3,2,8
b3383,ב30 עדש ש8 ח3,3,3,3,8
b3384,ב30 עדש ש8 ח4,3,3,4,8
b3385,ב30 עדש ש8 ח5,3,3,5,8
b3386,ב30 עדש ש8 ח6,3,3,6,8
b3387,ב30 עדש ש8 ח7,3,3,7,8
b3388,ב30 עדש ש8 ח8,3,3,8,8
b3389,ב30 עדש ש8 ח9,3,3,9,8
b3441,ב30 ללפ ש4 ח1,4,3,1,4
b3442,ב30 ללפ ש4 ח2,4,3,2,4
b3443,ב30 ללפ ש4 ח3,4,3,3,4
b3444,ב30 ללפ ש4 ח4,4,3,4,4
b3445,ב30 ללפ ש4 ח5,4,3,5,4
b3446,ב30 ללפ ש4 ח6,4,3,6,4
b3447,ב30 ללפ ש4 ח7,4,3,7,4
b3448,ב30 ללפ ש4 ח8,4,3,8,4
b3449,ב30 ללפ ש4 ח9,4,3,9,4
b3451,ב30 ללפ ש5 ח1,4,3,1,5
b3452,ב30 ללפ ש5 ח2,4,3,2,5
b3453,ב30 ללפ ש5 ח3,4,3,3,5
b3454,ב30 ללפ ש5 ח4,4,3,4,5
b3455,ב30 ללפ ש5 ח5,4,3,5,5
b3456,ב30 ללפ ש5 ח6,4,3,6,5
b3457,ב30 ללפ ש5 ח7,4,3,7,5
b3458,ב30 ללפ ש5 ח8,4,3,8,5
b3459,ב30 ללפ ש5 ח9,4,3,9,5
b3461,ב30 ללפ ש6 ח1,4,3,1,6
b3462,ב30 ללפ ש6 ח2,4,3,2,6
b3463,ב30 ללפ ש6 ח3,4,3,3,6
b3464,ב30 ללפ ש6 ח4,4,3,4,6
b3465,ב30 ללפ ש6 ח5,4,3,5,6
b3466,ב30 ללפ ש6 ח6,4,3,6,6
b3467,ב30 ללפ ש6 ח7,4,3,7,6
b3468,ב30 ללפ ש6 ח8,4,3,8,6
b3469,ב30 ללפ ש6 ח9,4,3,9,6
b3471,ב30 ללפ ש7 ח1,4,3,1,7
b3472,ב30 ללפ ש7 ח2,4,3,2,7
b3473,ב30 ללפ ש7 ח3,4,3,3,7
b3474,ב30 ללפ ש7 ח4,4,3,4,7
b3475,ב30 ללפ ש7 ח5,4,3,5,7
b3476,ב30 ללפ ש7 ח6,4,3,6,7
b3477,ב30 ללפ ש7 ח7,4,3,7,7
b3478,ב30 ללפ ש7 ח8,4,3,8,7
b3479,ב30 ללפ ש7 ח9,4,3,9,7
b3481,ב30 ללפ ש8 ח1,4,3,1,8
b3482,ב30 ללפ ש8 ח2,4,3,2,8
b3483,ב30 ללפ ש8 ח3,4,3,3,8
b3484,ב30 ללפ ש8 ח4,4,3,4,8
b3485,ב30 ללפ ש8 ח5,4,3,5,8
b3486,ב30 ללפ ש8 ח6,4,3,6,8
b3487,ב30 ללפ ש8 ח7,4,3,7,8
b3488,ב30 ללפ ש8 ח8,4,3,8,8
b3489,ב30 ללפ ש8 ח9,4,3,9,8
b3541,ב30 מיקו ש4 ח1,5,3,1,4
b3542,ב30 מיקו ש4 ח2,5,3,2,4
b3543,ב30 מיקו ש4 ח3,5,3,3,4
b3544,ב30 מיקו ש4 ח4,5,3,4,4
b3545,ב30 מיקו ש4 ח5,5,3,5,4
b3546,ב30 מיקו ש4 ח6,5,3,6,4
b3547,ב30 מיקו ש4 ח7,5,3,7,4
b3548,ב30 מיקו ש4 ח8,5,3,8,4
b3549,ב30 מיקו ש4 ח9,5,3,9,4
b3551,ב30 מיקו ש5 ח1,5,3,1,5
b3552,ב30 מיקו ש5 ח2,5,3,2,5
b3553,ב30 מיקו ש5 ח3,5,3,3,5
b3554,ב30 מיקו ש5 ח4,5,3,4,5
b3555,ב30 מיקו ש5 ח5,5,3,5,5
b3556,ב30 מיקו ש5 ח6,5,3,6,5
b3557,ב30 מיקו ש5 ח7,5,3,7,5
b3558,ב30 מיקו ש5 ח8,5,3,8,5
b3559,ב30 מיקו ש5 ח9,5,3,9,5
b3561,ב30 מיקו ש6 ח1,5,3,1,6
b3562,ב30 מיקו ש6 ח2,5,3,2,6
b3563,ב30 מיקו ש6 ח3,5,3,3,6
b3564,ב30 מיקו ש6 ח4,5,3,4,6
b3565,ב30 מיקו ש6 ח5,5,3,5,6
b3566,ב30 מיקו ש6 ח6,5,3,6,6
b3567,ב30 מיקו ש6 ח7,5,3,7,6
b3568,ב30 מיקו ש6 ח8,5,3,8,6
b3569,ב30 מיקו ש6 ח9,5,3,9,6
b3571,ב30 מיקו ש7 ח1,5,3,1,7
b3572,ב30 מיקו ש7 ח2,5,3,2,7
b3573,ב30 מיקו ש7 ח3,5,3,3,7
b3574,ב30 מיקו ש7 ח4,5,3,4,7
b3575,ב30 מיקו ש7 ח5,5,3,5,7
b3576,ב30 מיקו ש7 ח6,5,3,6,7
b3577,ב30 מיקו ש7 ח7,5,3,7,7
b3578,ב30 מיקו ש7 ח8,5,3,8,7
b3579,ב30 מיקו ש7 ח9,5,3,9,7
b3581,ב30 מיקו ש8 ח1,5,3,1,8
b3582,ב30 מיקו ש8 ח2,5,3,2,8
b3583,ב30 מיקו ש8 ח3,5,3,3,8
b3584,ב30 מיקו ש8 ח4,5,3,4,8
b3585,ב30 מיקו ש8 ח5,5,3,5,8
b3586,ב30 מיקו ש8 ח6,5,3,6,8
b3587,ב30 מיקו ש8 ח7,5,3,7,8
b3588,ב30 מיקו ש8 ח8,5,3,8,8
b3589,ב30 מיקו ש8 ח9,5,3,9,8
b3641,ב30 סופר מיקו ש4 ח1,6,3,1,4
b3642,ב30 סופר מיקו ש4 ח2,6,3,2,4
b3643,ב30 סופר מיקו ש4 ח3,6,3,3,4
b3644,ב30 סופר מיקו ש4 ח4,6,3,4,4
b3645,ב30 סופר מיקו ש4 ח5,6,3,5,4
b3646,ב30 סופר מיקו ש4 ח6,6,3,6,4
b3647,ב30 סופר מיקו ש4 ח7,6,3,7,4
b3648,ב30 סופר מיקו ש4 ח8,6,3,8,4
b3649,ב30 סופר מיקו ש4 ח9,6,3,9,4
b3651,ב30 סופר מיקו ש5 ח1,6,3,1,5
b3652,ב30 סופר מיקו ש5 ח2,6,3,2,5
b3653,ב30 סופר מיקו ש5 ח3,6,3,3,5
b3654,ב30 סופר מיקו ש5 ח4,6,3,4,5
b3655,ב30 סופר מיקו ש5 ח5,6,3,5,5
b3656,ב30 סופר מיקו ש5 ח6,6,3,6,5
b3657,ב30 סופר מיקו ש5 ח7,6,3,7,5
b3658,ב30 סופר מיקו ש5 ח8,6,3,8,5
b3659,ב30 סופר מיקו ש5 ח9,6,3,9,5
b3661,ב30 סופר מיקו ש6 ח1,6,3,1,6
b3662,ב30 סופר מיקו ש6 ח2,6,3,2,6
b3663,ב30 סופר מיקו ש6 ח3,6,3,3,6
b3664,ב30 סופר מיקו ש6 ח4,6,3,4,6
b3665,ב30 סופר מיקו ש6 ח5,6,3,5,6
b3666,ב30 סופר מיקו ש6 ח6,6,3,6,6
b3667,ב30 סופר מיקו ש6 ח7,6,3,7,6
b3668,ב30 סופר מיקו ש6 ח8,6,3,8,6
b3669,ב30 סופר מיקו ש6 ח9,6,3,9,6
b3671,ב30 סופר מיקו ש7 ח1,6,3,1,7
b3672,ב30 סופר מיקו ש7 ח2,6,3,2,7
b3673,ב30 סופר מיקו ש7 ח3,6,3,3,7
b3674,ב30 סופר מיקו ש7 ח4,6,3,4,7
b3675,ב30 סופר מיקו ש7 ח5,6,3,5,7
b3676,ב30 סופר מיקו ש7 ח6,6,3,6,7
b3677,ב30 סופר מיקו ש7 ח7,6,3,7,7
b3678,ב30 סופר מיקו ש7 ח8,6,3,8,7
b3679,ב30 סופר מיקו ש7 ח9,6,3,9,7
b3681,ב30 סופר מיקו ש8 ח1,6,3,1,8
b3682,ב30 סופר מיקו ש8 ח2,6,3,2,8
b3683,ב30 סופר מיקו ש8 ח3,6,3,3,8
b3684,ב30 סופר מיקו ש8 ח4,6,3,4,8
b3685,ב30 סופר מיקו ש8 ח5,6,3,5,8
b3686,ב30 סופר מיקו ש8 ח6,6,3,6,8
b3687,ב30 סופר מיקו ש8 ח7,6,3,7,8
